name;id;results;time;error;timestamps
interactive-short-4-0;0;1;9;false;8
interactive-short-4-1;0;1;4;false;4
interactive-short-4-2;0;1;9;false;3
interactive-short-4-3;0;1;14;false;0
interactive-short-4-4;0;1;1;false;0
interactive-short-5-0;0;1;415;false;413
interactive-short-5-1;0;1;339;false;337
interactive-short-5-2;0;1;746;false;738
interactive-short-5-3;0;1;314;false;310
interactive-short-5-4;0;1;337;false;336
interactive-short-6-0;0;1;60000;true;7497
interactive-short-6-1;0;0;60000;true;
interactive-short-6-2;0;0;60000;true;
interactive-short-6-3;0;1;60000;true;29830
interactive-short-6-4;0;0;60000;true;
